,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
99312,4BKlZ0UQOjombKzFFkgSlm,Ashwin Adwani,Mila Hai Jabse Tu,Mila Hai Jabse Tu,41,200265,False,0.714,0.405,1,-11.358,0,0.0312,0.819,1.04e-05,0.0884,0.441,119.958,4,singer-songwriter
99974,0KMGxYKeUzK9wc5DZCt3HT,Chicago,Chicago X,If You Leave Me Now,74,235373,False,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,4,singer-songwriter
100521,2CTxO5tp2dOzehMnYFsSMD,Farin Urlaub,Endlich Urlaub!,Abschiedslied,36,208800,False,0.441,0.953,0,-3.033,1,0.116,0.00384,2.91e-05,0.841,0.683,198.012,4,ska
100737,6B9Tt7pm7ozGgROhZpe2C8,Reel Big Fish,"Fame, Fortune, And Fornication",Talk Dirty To Me,32,223093,False,0.672,0.804,6,-4.427,1,0.065,0.565,0.0,0.0667,0.938,79.059,4,ska
100740,3DqDKsXXFfk6wL7gUUCd0A,Broilers,Loco Hasta La Muerte,Cigarettes & Whiskey,33,207680,False,0.397,0.901,9,-5.458,1,0.0972,0.264,0.0,0.217,0.185,100.111,4,ska
100660,38NY49T4OlgIXjOSY1RKz8,Lars Frederiksen and the Bastards,Viking,1%,33,166466,False,0.331,0.992,4,-2.725,0,0.0749,0.000615,0.0,0.21,0.828,181.567,4,ska
100411,0hwZcTCXYNTY6zrpWpfmnU,Mad Caddies,Punk Rocksteady,Sorrow,34,208730,False,0.759,0.709,7,-5.392,1,0.0361,0.0912,9.76e-05,0.149,0.96,134.054,4,ska
100678,2B634EUgLutRUgCGpOA8ZV,La Portuaria,La Portuaria En Vivo,Nada Es Igual,35,190466,False,0.731,0.827,0,-8.837,1,0.0472,0.169,1.4e-06,0.91,0.557,115.716,4,ska
100626,0ODVokuVjcH5o2sPgWth5b,Divididos,Vengo Del Placard De Otro,"Ay, Que Dios Boludo",36,264520,False,0.408,0.798,7,-3.746,1,0.0333,0.000335,1.76e-06,0.121,0.499,138.285,4,ska
100513,1pj80TAvwjwOvwQnbeSfST,Streetlight Manifesto,The Hands That Thieve,Your Day Will Come,33,284080,False,0.42,0.75,11,-4.926,0,0.102,0.0731,0.0211,0.0562,0.622,131.837,4,ska
100859,2K6a1zQRxVh7lvvNf3gSCR,Pennywise,Unknown Road (2005 Remaster),It's Up To Me - 2005 Remaster,33,196026,False,0.25,0.997,4,-4.201,0,0.139,0.00626,0.0,0.408,0.184,174.998,4,ska
100136,1RDWiY1IHfMzXAhbBMYwb6,Kapanga,A 15 Cm De La Realidad,Amor Secreto,44,222426,False,0.54,0.803,0,-6.984,0,0.0476,0.00214,7.37e-06,0.052,0.725,141.497,4,ska
100811,2lgg5VzE1GUtmgxLz8r6u2,Millencolin,Same Old Tunes,Dance Craze,33,121373,False,0.333,0.875,0,-7.958,1,0.136,0.00256,0.0,0.242,0.615,128.254,4,ska
100076,1JlxQG0qBaEI2V1f0zkQLT,Kapanga,Lima,No Me Sueltes (Es Posible),48,235146,False,0.551,0.908,1,-5.619,1,0.0926,0.0167,0.0,0.345,0.77,153.99,4,ska
100636,4ztxuxo1SrGmORKz98gIRQ,Intoxicados,Otro Día en el Planeta Tierra,Transan,36,248679,False,0.627,0.49,9,-10.382,0,0.143,0.139,0.000228,0.385,0.426,83.963,4,ska
100973,6BAIhmfNjnLKqTayTyw1SN,Tim Armstrong,A Poets Life,Lady Demeter,30,146320,False,0.746,0.83,0,-5.709,1,0.0415,0.578,0.0015,0.333,0.971,89.974,4,ska
100938,7eXyZV2o5fB7rpjXfjYvnm,Lasse Stefanz,Kärlek & Rock 'n' Roll,Lycklig igen,33,163360,False,0.704,0.809,2,-7.171,1,0.0295,0.312,0.0,0.0576,0.967,142.067,4,ska
100899,51rCtjF9LYjaFDArUyv8jc,Los Auténticos Decadentes,En Vivo en el Palacio de los Deportes - 25 Aniversario,Somos - Vivo en el Palacio de los Deportes,34,204251,False,0.516,0.947,2,-4.478,1,0.209,0.14,0.0,0.967,0.597,120.661,4,ska
100280,14ub6WUYpvWRXMnZXPh4tv,Los Caligaris;Dr.Shenka,Circología,Luchamos por la Causa,40,150400,False,0.654,0.968,7,-3.286,0,0.118,0.136,0.0,0.115,0.913,171.89,4,ska
100883,1yG0BcaTX8lf9s1HisMeAL,Perikles;Anna Hertzman,Heta pojkars flickor,Jag kan inte andas utan dej,33,217160,False,0.548,0.632,7,-5.936,1,0.0249,0.582,0.0,0.111,0.481,89.986,4,ska
100761,209Qd0Mmb1w6yKF07DKPBp,Mad Caddies,Rock the Plank,Mary Melody,31,188933,False,0.467,0.903,11,-4.237,1,0.051,0.00596,1.62e-06,0.28,0.571,135.044,4,ska
100319,07EmSBY7syIism45UtBPZa,Sumo,Fiebre,Pinini Reggae,40,215280,False,0.853,0.475,8,-11.592,0,0.122,0.0163,1.4e-06,0.0998,0.962,101.811,4,ska
100549,6mRzGkoKCJKicK9eEph2xm,Lasse Stefanz,Rallarsväng (DeLuxe),Kalla det drömmar om du vill,35,161520,False,0.633,0.947,11,-4.909,1,0.0823,0.211,0.00415,0.319,0.785,91.965,4,ska
100174,3ZUhPIQEgbxfA3PKikcjJQ,Guachupé,El Club del Amigo,Troncos viejos,40,209960,False,0.729,0.669,9,-4.288,1,0.0266,0.0218,0.0,0.245,0.813,100.034,4,ska
100371,7KMxBakqV7SKVrS6qDv2yq,Soda Stereo,Sueño Stereo (Remastered),Pasos - Remasterizado 2007,39,233706,False,0.469,0.581,5,-10.358,1,0.0341,0.0626,0.0497,0.102,0.356,88.906,4,ska
100527,4nOTezy4NW6TNxyvZd724n,Los Miserables,Alegría y Subversión,La Cábala,36,212044,False,0.548,0.942,2,-4.994,1,0.0683,0.108,0.0,0.339,0.746,99.613,4,ska
100210,1TIsOOBDt8F9NCZuWgDqWr,Das Lumpenpack,Halbzeit (Live),Zwei - Live,38,184533,False,0.34,0.911,4,-3.868,1,0.0752,0.219,0.0,0.978,0.538,80.232,4,ska
100235,6RFzI1a1J5gTCmkdgcvq37,Los Fabulosos Cadillacs,El Arte de la Elegancia de LFC,Contrabando de Amor,41,176333,False,0.662,0.88,7,-6.104,1,0.0356,0.109,1.36e-05,0.386,0.937,154.893,4,ska
100101,4KcH1ZRV2W1q7Flq0QqC76,Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Blitzkrieg Bop - 2016 Remaster,73,134466,False,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,4,ska
100986,1e69HpGrDdfIWAsRuBS4T4,Attaque 77,Ángeles Caídos,Angeles Caídos,34,159200,False,0.519,0.896,8,-9.341,0,0.0358,0.000374,7.17e-05,0.0884,0.882,128.355,4,ska
100902,1NusKS8mt2l04BYk4DMhub,Das Lumpenpack,Steil II,Joko & Klaas,32,282733,False,0.725,0.72,2,-7.772,0,0.172,0.294,0.0,0.162,0.616,135.888,4,ska
100947,1wPXE1vPZL4DLxkYjD9OCo,Lasse Stefanz;Jack Vreeswijk,Honky Tonk Rebels,Brev från kolonien (feat. Jack Vreeswijk),33,202426,False,0.642,0.784,5,-4.761,1,0.0282,0.00863,0.0021,0.455,0.621,111.002,4,ska
100346,54nT4FO942ks2YkomKl7cc,Lasse Stefanz,Wind Me Up,Du hinner med en gubbe till,37,218293,False,0.639,0.815,0,-3.602,1,0.0286,0.262,0.0,0.374,0.77,101.963,4,ska
100139,3xpDMF75INs6FQFMa7F4Ef,Maskatesta,Mi Vida En Otro Lado,Te Necesito,41,249800,False,0.7,0.783,0,-5.967,1,0.0312,0.00902,0.0145,0.18,0.905,149.913,4,ska
100621,5ojkHgFhHzbexXB5RJz45n,31 Minutos;Las Minilolas,Minilolas,Minilolas,35,186266,False,0.685,0.944,7,-5.18,1,0.0917,0.154,0.0,0.658,0.822,104.015,4,ska
100499,3r4b0OU7QWeyL1JtnbA8hg,Los Auténticos Decadentes,En Vivo en el Palacio de los Deportes - 25 Aniversario,Paseando por Temperley - Vivo en el Palacio de los Deportes,37,162411,False,0.56,0.86,9,-5.446,1,0.0702,0.0357,0.0,0.33,0.708,138.683,4,ska
100370,0eixLPMZU3tRiINBqmisr6,Bravesboy,Long Away,Kamu Seperti Jogja,36,247560,False,0.714,0.641,11,-6.917,0,0.0442,0.246,0.0,0.235,0.8,129.908,4,ska
100198,3xaPjbD4L6gSU0XlW2XD5j,Los Estramboticos,Piel De Banqueta,Camino A Ninguna Parte,40,240840,False,0.67,0.737,2,-7.997,1,0.0355,0.0818,0.0,0.237,0.963,139.983,4,ska
100687,390WWj1FeRvmgcQNv9RshR,Lasse Stefanz,Lasse Stefanz 100,Bara du,34,214200,False,0.653,0.41,7,-11.974,1,0.0275,0.615,0.000115,0.0936,0.347,97.396,4,ska
100584,3KVOgVqm8Vom1J2SvgP9wP,Los Prisioneros,"Ni Por La Razón, Ni Por La Fuerza (Edición Especial)",Quieren Dinero,36,313626,False,0.618,0.665,0,-10.096,1,0.0287,0.0168,0.000106,0.515,0.811,145.45,4,ska
100901,0DGGzDlzconGdCrGjrLp8R,MxPx,Life In General,Do Your Feet Hurt,32,190000,False,0.256,0.944,5,-3.593,1,0.04,0.000458,0.000335,0.0747,0.673,107.217,4,ska
100059,50RFZ81kvSH0FKGumrw8sQ,Kapanga,Operacion Rebenque,El Universal,48,191946,False,0.57,0.885,2,-3.09,1,0.0387,0.0641,0.0,0.0712,0.857,149.878,4,ska
100328,04vRhXMEfXNHqeYAzCg9P4,Los Caligaris,Salva,Mojarrita,39,188124,False,0.722,0.693,4,-6.6,1,0.0316,0.299,0.0,0.231,0.962,90.001,4,ska
100096,4Gresv7JWudO3BhMFCVxge,Lasse Stefanz,Den lilla klockan,Vi går mot ljuset,44,194906,False,0.614,0.768,7,-8.968,1,0.0288,0.419,1.81e-06,0.0839,0.846,112.38,4,ska
100312,2gxtig1MpRryrrV7cONOLb,Tipe-X,Dischography Hitam Putih,Satu-Satunya,37,170560,False,0.746,0.891,7,-5.456,1,0.0281,0.00199,0.000399,0.0707,0.867,110.95,4,ska
100974,3eUWiZCghkER4kH9RvvLAl,Wilmer X,Mer för dina pengar,En mot en,32,213226,False,0.532,0.789,9,-7.197,1,0.03,0.00089,0.000806,0.0573,0.841,136.989,4,ska
101454,2KiBZ6xU6dnj47aT71G28P,Shibb,Giant Steps Tomorrow,Giant Steps Tomorrow,61,195751,False,0.192,0.0409,0,-29.467,1,0.0391,0.994,0.98,0.0956,0.0394,69.071,4,sleep
101794,3unQNaBrMFjhEmhlwaf0Pg,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,"Baby Sleep Music: Soothing Baby Lullaby Music For Babies, Sleep Aid and Sleeping Music",Soft Baby Lullabies,33,135000,False,0.233,0.00268,4,-35.326,1,0.0403,0.996,0.972,0.0888,0.0705,76.601,5,sleep
101209,3hJ503kV7rIGBeW6mQ3HF0,Lluvia para Dormir,Sleep Sounds,Rain Loop,47,94296,False,0.133,0.997,9,-17.098,1,0.0638,0.161,0.997,0.428,1e-05,69.62,4,sleep
101309,3MbMFTSftlRSYJe58yqBDl,Kaua Correia,Duende,Duende,64,192000,False,0.0638,0.00328,7,-36.031,1,0.044,0.991,0.887,0.152,0.112,68.895,3,sleep
101741,3hwtt8vCVFR7MiYU09lTtD,"Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief","Calm Baby Nature Sounds: Natural Calming & Sleep Aid for Newborn Babies, Mothers","Pacific Ocean Waves, Raindrops for Holding, Rocking and Walking My Baby",34,338133,False,0.163,0.8,4,-15.65,1,0.102,0.2,0.908,0.372,1e-05,125.706,4,sleep
101580,45J6Es4wJ5GpAjZgt9QXb8,Vacuum Cleaner White Noise;Lullaby Land;Lullabyes;White Noise for Deeper Sleep;White Noise for Newborns,"Vacuums for Rest and Relaxation (Loopable Audio for Insomnia, Meditation, and Restless Children)",Stronger Motor Vacuum Cleaner with high pitched motor tones - Non Stationary,35,85516,False,0.0,2.03e-05,6,-0.689,1,0.0,0.986,0.696,0.486,0.0,86.9845,4,sleep
101916,5kjZNOkfQATuDkSQE6lLOU,White Noise for Babies,White Noise Traffic Sounds,White Noise Traffic Sounds,32,235023,False,0.0924,0.259,10,-28.594,1,0.0811,0.253,0.508,0.108,0.0538,88.49,3,sleep
101547,3slaD5xRffdvvx28liC7uH,Rain Sounds,Soft Rain Sleep,Loopable Rain,36,93609,False,0.308,0.956,11,-16.173,0,0.0445,0.00907,0.0,0.791,0.0439,87.763,4,sleep
101437,6oXRqxWfdlRcHq9SpV4CmN,Deep Sleep Hair Dryers;Hair Dryers for Background Noise;Hair Dryer Collection,Hair Dryer Collection for Background Noise,Hair Dryer on Low - Stationary with Slight Swell,38,80310,False,0.0,0.431,0,-9.414,1,0.0,0.163,0.995,0.921,0.0,86.9845,4,sleep
101679,4xzVvtPrtTa8G9tRmteJ5y,Ocean Sounds;BodyHI;Ocean Waves For Sleep,Baby Sleep: Ocean Sounds,Wind Waves,34,102374,False,0.13,0.807,0,-15.42,0,0.0485,0.501,0.765,0.178,0.00416,85.361,3,sleep
101935,7FUp5BALAs8wy0D3LjUyMj,Deep Sleep Hair Dryers;Hair Dryers for Background Noise;Hair Dryer Collection,Hair Dryer Collection for Background Noise,Hair Dryer on High - Stationary,32,88305,False,0.0,0.000594,4,-11.661,1,0.0,0.236,0.999,0.961,0.0,86.9845,4,sleep
101637,5goXx0TIwEjKC2EcuWkDsE,Rain Sounds;Rain for Deep Sleep;BodyHI,10 Hours Of Rain Sounds,Rain For Sleeping,35,80248,False,0.145,0.944,8,-35.693,0,0.0373,0.914,0.698,0.862,1e-05,55.511,3,sleep
101866,6jpO3FNC25WeDsdvRZBUwN,Avslappning Sound,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",Dagliga Meditationer,32,202106,False,0.141,0.0333,10,-31.213,1,0.039,0.993,0.9,0.0953,0.0399,72.962,3,sleep
101605,6OTCHM8icoVQmWYdULItOz,Unwritten Skies,Hopeful,Hopeful,61,162782,False,0.163,0.0094,2,-33.708,1,0.0354,0.987,0.874,0.104,0.138,72.478,3,sleep
101890,6o7NS54MaKCb0jvlMNlYGy,Granular,Pink Noise For Sleep,Pink Noise For Sleep 2,33,100934,False,0.0,0.167,1,-28.114,1,0.0,0.369,0.481,0.112,0.0,86.9845,4,sleep
101070,4RxATlD1X9mLfyY3bD6HtP,Nature Sounds,Relaxing River Sounds,Rain on the River,0,240595,False,0.0761,0.945,2,-21.407,1,0.0527,0.137,0.993,0.648,1e-05,82.496,5,sleep
101824,1Dv71hYl7XMbPonSYKqW5m,Beautiful Sleep,Night Hug,Dreamland,59,166412,False,0.145,0.0711,1,-29.027,1,0.0397,0.83,0.852,0.108,0.0365,139.757,4,sleep
101469,33fMd2VuGS7eBIaSeTd18g,Meditation Rain Sounds;Massage Tribe;Perfect Meditation;Relaxing Water Sounds,Angelic Hail Atmosphere,Non Irritant Sound,0,120000,False,0.428,0.996,2,-18.872,1,0.0457,0.937,0.866,0.944,0.0155,83.228,5,sleep
101382,0VfApWi4NQTgpjLAzLwe1g,Nature Sounds;Thunderstorm;Rain for Deep Sleep,Forest Rain Deep Sleep,10 Hours Rain Sound,40,81654,False,0.157,0.926,5,-13.041,0,0.0496,0.0114,0.95,0.522,0.0208,83.204,1,sleep
101208,04Gv6iKKvurUaZcIwKnlUj,Sleep Baby Sleep;Meditation Awareness;Sleep Sound Library;Outside Broadcast Recordings;Deep Sleep,"Loopable Fans, Air Conditioner, and an Office Shredder",Office Air Conditioners,47,63496,False,0.182,0.202,8,-28.542,1,0.0908,0.977,0.0358,0.111,0.0365,57.069,4,sleep
101572,5Kgp6owCmDS0zoaPpezuIP,Loopable;Lavavajillas,Loopable Ambience of Brown Noise and Brown Waves,Dishwasher 1 - Loopable,35,64543,False,0.155,0.0875,3,-13.154,1,0.0522,0.157,0.968,0.146,0.0212,68.103,5,sleep
101377,6FF4ClqfWoA36QFLaTAkLj,"Deep Sleep;Sleep Baby Sleep;Lullabies for Deep Meditation;Relax Meditate Sleep;Relaxation;Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief","Pure Brown Noise and Ambient Combinations, including Clothes Dryers, Waterfalls, Crickets and more (Loopable Audio for Insomnia, Meditation, and Restless Children)",Pure Brown Noise - Loopable with no fade,39,71397,False,0.0,2.01e-05,10,-17.502,0,0.0,0.0,0.124,0.688,0.0,86.9845,4,sleep
101898,6ZQwcKEFr41pdeHUXOy9d5,Granular,Unison,White Noise - BP 940 hz,33,158709,False,0.0,2.03e-05,8,-25.693,0,0.0,0.754,0.00641,0.962,0.0,86.9845,4,sleep
101878,3YCCGK5T07TdVsvYes7TwB,Ocean Sounds Collection,Waves for Sleep,Slow Waves,33,89417,False,0.199,0.994,1,-17.255,1,0.125,0.162,0.00481,0.915,0.0099,56.124,5,sleep
101901,2sf4TXYzqSRdxfwu5auS6r,Orla and the Stars,Star Ascent,Nebula,59,197000,False,0.139,0.0986,5,-30.243,1,0.0395,0.938,0.52,0.0962,0.187,141.742,4,sleep
101059,680gfmxE9oPj43uum5USyc,Sleep Baby Sleep;White Noise Babies;White Noise For Baby Sleep;Spa Relaxation;Spa Relaxation & Spa,Soothing Brown Noise Waves and Calming Ambient Combinations (Loopable and without Fade),Soothing Brown Noise Waves,49,93451,False,0.0,2.03e-05,1,-18.75,1,0.0,0.113,0.94,0.363,0.0,86.9845,4,sleep
101168,5aw0QGRRtJmi7nVvKyRaHJ,Traditional;Richard Benson and His Orchestra,"Remastered Christmas Classics, Richard Benson and His Orchestra",The First Noel (Remastered 2014),0,196330,False,0.285,0.316,2,-7.842,1,0.0301,0.688,0.883,0.0708,0.177,126.905,4,sleep
101249,6hjGiP2FY6kdbZT8N86cDc,Natural White Noise Relaxation,Baby Sleep White Noise: Ultimate Album to Help Babies Sleep Through the Night,Natural Environment Sounds: To Improve Sleep and Help Insomnia Naturally (Be Stress Free),47,182746,False,0.103,0.86,1,-19.627,1,0.0595,0.548,0.94,0.123,0.0016,92.323,3,sleep
101810,5QdQZ8Ydrnr17EXryYxtlR,Rain Noise Xxl;Sound of Rain,Sound of Rain,Rain Songs,33,300800,False,0.192,0.84,1,-16.818,1,0.226,0.00228,0.86,0.461,0.15,139.931,3,sleep
101344,3I04ZEXAep0W7hYABUQxm0,Rainfall For Sleep,Rain on Roof,Rain Sounds: Relaxing Rain on Roof - Loopable,41,134861,False,0.437,1.0,6,-6.865,1,0.0857,0.88,0.953,0.558,0.0184,94.099,4,sleep
101597,4HulNbrL7VILLuHV9tsADy,Weißes Rauschen HD,"Weißes Geräusch Für Tiefen Schlaf, Tinnitus Und Meditation",Weißes Rauschen: Aufwachen Total Entspannt,35,105770,False,0.0,7.99e-05,10,-33.727,1,0.0,0.977,0.988,0.11,0.0,86.9845,4,sleep
101318,7M7YsLJWsyu87my5ZnAxau,Sailors Of The 7 Seas,Shape Of A Dream,Shape Of A Dream,62,186218,False,0.14,0.00695,8,-35.659,1,0.0418,0.983,0.885,0.119,0.0925,74.833,4,sleep
101627,3ME2N92v2Lvg0mXhFjbKtd,White Noise Therapy;Vacuum Cleaner White Noise;Lullaby Land;Baby Can't Sleep;Calm Children Collection;White Noise Sleep Sounds,"Vacuums for Rest and Relaxation (Loopable Audio for Insomnia, Meditation, and Restless Children)",Household Vacuum - Loopable with no fade,34,67217,False,0.134,0.687,6,-6.269,1,0.069,0.902,0.794,0.269,0.0173,72.667,4,sleep
101544,39GCgw6Ky7XxH8l5UIEcIP,Bedtime Baby,Baby Music: Help Your Baby Sleep Through The Night,Pop Goes The Weasel,36,98717,False,0.526,0.0187,0,-17.118,1,0.15,0.992,0.88,0.108,0.528,134.248,4,sleep
101624,4eFCA3qrHtHWWiDg5GrfJ4,Sleep Baby Sleep;Vacuum Cleaner White Noise;White Noise for Babies;Baby Lullaby & Baby Lullaby;Baby Lullaby,"Background Ambiences for the Perfect Rest (Loopable Soundscapes for Insomnia, Meditation, and Restless Children)",Brown Noise and a Vacuum - Loopable,34,67217,False,0.207,0.991,1,-8.991,1,0.161,0.118,0.993,0.424,0.0183,44.153,3,sleep
101695,3S2XrrnhWLbz1IjpLIUDVU,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",Meeresrauschen für Wellness und Meditation,34,116890,False,0.191,0.999,3,-18.371,1,0.0562,0.383,0.981,0.871,1e-05,72.129,4,sleep
101158,2DRYgUaBsWGncrhrBP1f6N,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,Giovannini: Messa a Quattro Breve Concertata,Ite missa est,0,43640,False,0.204,0.0341,2,-30.219,1,0.0442,0.989,0.0279,0.16,0.16,73.465,3,sleep
101198,7zkcgtcVShugv4eKTknK4F,Traditional;Albrecht Mayer;Markus Becker,Weihnachten Klassik 2022,Maria durch ein Dornwald ging (Arr. Spindler for Oboe and Piano with an Improvisation by Becker),0,143284,False,0.104,0.0559,11,-26.744,0,0.0439,0.991,0.964,0.0543,0.0778,61.956,3,sleep
101664,0PlDNQbMpqhUy8EMAruwTk,Baby Sleep Lullaby Academy,"Sleep Music to Help You Relax All Night: New Age for Insomnia and Healing Natural Sleep Aid, Piano, Flute & Calm Sea Waves",Sleep Naturally,34,217130,False,0.162,0.0398,0,-26.941,0,0.0415,0.98,0.938,0.378,0.0383,131.306,4,sleep
101599,3AD0yIQlmcMIMOmFk3Kv6k,Meeresrauschen;Naturgeräusche für Entspannung und Erholung;Naturgeräusche,Wellenrauschen,Meereswellen,35,186000,False,0.169,0.848,10,-25.313,0,0.0882,0.908,0.877,0.173,0.000322,121.866,5,sleep
101789,4bVJHJ4CDyqrWlcTulUsmj,Sleepy Times,Thunderstorm (Sleep & Mindfulness),"Thunderstorm for Relaxing Sleep, Pt. 47",33,199613,False,0.0627,0.427,1,-33.081,1,0.0753,0.00139,0.888,0.594,0.0303,58.295,4,sleep
101380,3fwwWSfKOo3cJTAdsy9Vpe,Silent Knights,White Noise Sleep,Shhhh With Womb Heartbeats,39,104000,False,0.292,0.996,10,-9.293,0,0.0672,0.00137,1.95e-06,0.0833,0.0228,178.304,3,sleep
101937,6quweBSyPLelNnelT0FPND,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,"Baby Sleep Music: Soothing Baby Lullaby Music For Babies, Sleep Aid and Sleeping Music",Soft Piano,32,132852,False,0.119,0.00448,5,-35.633,1,0.0448,0.995,0.953,0.0942,0.0387,151.665,4,sleep
101426,5FEXdo7VfzLoXbvMkxPJI9,Baby Sweet Dream,Baby White Noise Series - Clothes Dryer,Baby White Noise Series - Clothes Dryer,37,300000,False,0.395,0.161,8,-30.868,1,0.0562,0.894,0.341,0.12,0.0396,123.577,4,sleep
102521,15OCqNPYoLziEAsbVnqRj5,Mimi Webb,Good Without,Good Without,69,182121,False,0.616,0.576,11,-5.495,0,0.0532,0.0723,0.0,0.375,0.269,89.962,4,songwriter
102737,08VZ3ycsCq1LfabZjdRLg4,Nico;uChill,Slowed + Reverbed 2022,These Days - Slowed + Reverb,0,263316,False,0.255,0.131,5,-18.6,1,0.0338,0.973,0.124,0.116,0.107,74.655,4,songwriter
102740,7fZiHuZ3OapgnshQ7QtxWV,Rufus Wainwright,Christmas Best Hits 2022,Hallelujah,0,249026,False,0.273,0.196,9,-7.528,0,0.0347,0.885,0.0,0.105,0.421,72.124,4,songwriter
102660,1x0JkipO1X78OC1OOxpOoM,Anupam Roy;Lopamudra Mitra,Hemlock Society,Amar Mawte (Female),37,330187,False,0.743,0.343,10,-9.711,1,0.0297,0.798,1.26e-05,0.1,0.68,105.014,4,songwriter
102411,6nmukSDAmw3XtbGKGD8056,Stephen Sanchez,Easy On My Eyes,Because Of You,56,231413,False,0.401,0.163,4,-10.94,1,0.0319,0.932,0.0,0.119,0.303,130.273,3,songwriter
102678,1I2zZtHCrBkoTgfwxnNKZ9,BLÜ EYES,you'd never know,you'd never know,65,185321,False,0.626,0.43,8,-9.704,1,0.0741,0.149,1.01e-05,0.194,0.174,149.859,4,songwriter
102626,0l8p1TkaVgcwIUS0xwm6Y5,Haley Joelle,Two Places at Once (Part I),Two Places at Once,65,199395,False,0.497,0.278,2,-9.959,1,0.0464,0.792,0.0,0.308,0.237,104.84,5,songwriter
102513,0KQRhak4Irr2CKxgQ9U6ay,Madeline The Person,MEAN!,MEAN!,72,143960,False,0.502,0.416,7,-9.504,1,0.433,0.912,0.0,0.0934,0.433,175.191,3,songwriter
102859,1mEDRi6QFAASefQpHUxajr,Arijit Anand,Hai Koi Khayaal,Hai Koi Khayaal,7,186538,False,0.37,0.158,2,-13.782,0,0.0347,0.886,0.0,0.249,0.545,124.804,3,songwriter
102136,13H3jef8bfXNHUab8NOem3,Bryan Adams,All I want For Christmas Is Music,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,songwriter
102811,0tnMpHtgVUrSfMOrtIhhmy,Prateek Kuhad,Raat Raazi,Voh,34,226697,False,0.68,0.715,2,-7.664,1,0.0309,0.0199,0.0984,0.0802,0.708,133.989,4,songwriter
102076,1ycq2btx7kf6bXdWILZhXa,Anupam Roy,Piku,Bezubaan,53,341177,False,0.403,0.56,2,-7.46,1,0.0362,0.354,5.71e-06,0.125,0.168,155.701,4,songwriter
102636,2kMrCPZ0o5gErBPLCRgoli,Gabrielle Aplin,Mellow Adult Pop,Heavy Heart,0,235173,False,0.451,0.7,10,-6.597,0,0.0431,0.455,0.00233,0.405,0.37,150.055,4,songwriter
102973,1FzXRK8g8TxVdL8UjSWaRC,Delaney Bailey,Finish Line,Finish Line,62,158048,False,0.488,0.175,2,-16.332,1,0.0334,0.655,0.0111,0.33,0.192,109.192,5,songwriter
102938,5djhdzQMGAOIoIIpvZYpkT,Catie Turner,Refresh - Pop To Cool Down,Prom Queen,0,240508,False,0.487,0.184,0,-10.405,1,0.0377,0.634,0.0,0.15,0.274,112.365,4,songwriter
102899,1sgn8wmK2kuJrF9ppsnH2F,Hafdís Huld,Vögguvísur,Frost er úti fuglinn minn,44,125852,False,0.504,0.118,9,-13.917,1,0.0392,0.937,0.0,0.0619,0.6,113.507,3,songwriter
102280,1EZokfR0iyAe9LuPKccBsu,Paolo Nutini,Alternative Rock Mixtape,Iron Sky,6,373133,False,0.395,0.625,1,-7.134,0,0.0341,0.242,0.00124,0.11,0.314,139.729,4,songwriter
102883,7boKWlaNVmrhJdX8IbzUdD,Chicago,"The Best of Chicago, 40th Anniversary Edition",Hard to Say I'm Sorry - 2007 Remaster,67,223280,False,0.551,0.416,4,-7.94,1,0.0274,0.648,2.26e-06,0.312,0.255,72.174,4,songwriter
102761,0CQqvd7bTiiRTDZzNmjifI,Bharat Chauhan,Usne Kaha Tha,Usne Kaha Tha,32,260894,True,0.527,0.296,1,-11.478,1,0.0286,0.579,0.675,0.119,0.0733,110.615,4,songwriter
102319,2FkbeqpCrjjDdVH1SZgDo6,Isak Danielson,Yours,Broken,74,216338,False,0.434,0.637,5,-6.85,0,0.0613,0.451,0.0,0.112,0.1,141.869,4,songwriter
102549,5LNymP5gA4eiqi1Rt0tMQp,Damien Rice,Feeling Good - Adult Pop Favorites,The Blower's Daughter,0,286653,False,0.343,0.2,4,-13.569,1,0.0324,0.134,0.000161,0.341,0.074,133.054,4,songwriter
102174,0bdsLmlWCuTmFUoW4kswvB,Ashwin Adwani,Na Tum Jano Na Hum (ReVibe),Na Tum Jano Na Hum (ReVibe),46,136000,False,0.611,0.778,9,-4.803,1,0.0326,0.0946,5.04e-06,0.139,0.285,90.024,4,songwriter
